"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US150030031021","Block Group 1; Census Tract 31.02; Honolulu County; Hawaii","2439","375",
"1500000US150030031022","Block Group 2; Census Tract 31.02; Honolulu County; Hawaii","1096","239",
"1500000US150030031031","Block Group 1; Census Tract 31.03; Honolulu County; Hawaii","1503","202",
"1500000US150030031041","Block Group 1; Census Tract 31.04; Honolulu County; Hawaii","2404","628",
"1500000US150030034041","Block Group 1; Census Tract 34.04; Honolulu County; Hawaii","1741","567",
"1500000US150030034042","Block Group 2; Census Tract 34.04; Honolulu County; Hawaii","1261","421",
"1500000US150030034043","Block Group 3; Census Tract 34.04; Honolulu County; Hawaii","290","185",
"1500000US150030034044","Block Group 4; Census Tract 34.04; Honolulu County; Hawaii","1416","442",
"1500000US150030034081","Block Group 1; Census Tract 34.08; Honolulu County; Hawaii","781","199",
"1500000US150030034082","Block Group 2; Census Tract 34.08; Honolulu County; Hawaii","1158","223",
"1500000US150030034091","Block Group 1; Census Tract 34.09; Honolulu County; Hawaii","1233","363",
"1500000US150030034092","Block Group 2; Census Tract 34.09; Honolulu County; Hawaii","665","172",
"1500000US150030034101","Block Group 1; Census Tract 34.10; Honolulu County; Hawaii","2229","1029",
"1500000US150030034111","Block Group 1; Census Tract 34.11; Honolulu County; Hawaii","1262","301",
"1500000US150030034121","Block Group 1; Census Tract 34.12; Honolulu County; Hawaii","1788","407",
"1500000US150030034131","Block Group 1; Census Tract 34.13; Honolulu County; Hawaii","1465","447",
"1500000US150030034132","Block Group 2; Census Tract 34.13; Honolulu County; Hawaii","967","239",
"1500000US150030034141","Block Group 1; Census Tract 34.14; Honolulu County; Hawaii","610","212",
"1500000US150030034142","Block Group 2; Census Tract 34.14; Honolulu County; Hawaii","1484","293",
"1500000US150030034143","Block Group 3; Census Tract 34.14; Honolulu County; Hawaii","1371","396",
"1500000US150030034144","Block Group 4; Census Tract 34.14; Honolulu County; Hawaii","966","312",
"1500000US150030035011","Block Group 1; Census Tract 35.01; Honolulu County; Hawaii","648","183",
"1500000US150030035012","Block Group 2; Census Tract 35.01; Honolulu County; Hawaii","1629","334",
"1500000US150030035031","Block Group 1; Census Tract 35.03; Honolulu County; Hawaii","1314","242",
"1500000US150030035041","Block Group 1; Census Tract 35.04; Honolulu County; Hawaii","691","240",
"1500000US150030035042","Block Group 2; Census Tract 35.04; Honolulu County; Hawaii","2127","562",
"1500000US150030036031","Block Group 1; Census Tract 36.03; Honolulu County; Hawaii","1317","324",
"1500000US150030036032","Block Group 2; Census Tract 36.03; Honolulu County; Hawaii","1779","704",
"1500000US150030036033","Block Group 3; Census Tract 36.03; Honolulu County; Hawaii","266","166",
"1500000US150030036041","Block Group 1; Census Tract 36.04; Honolulu County; Hawaii","875","205",
"1500000US150030036042","Block Group 2; Census Tract 36.04; Honolulu County; Hawaii","1458","278",
"1500000US150030036051","Block Group 1; Census Tract 36.05; Honolulu County; Hawaii","913","99",
"1500000US150030036061","Block Group 1; Census Tract 36.06; Honolulu County; Hawaii","1221","469",
"1500000US150030036062","Block Group 2; Census Tract 36.06; Honolulu County; Hawaii","1740","498",
"1500000US150030037011","Block Group 1; Census Tract 37.01; Honolulu County; Hawaii","416","154",
"1500000US150030037012","Block Group 2; Census Tract 37.01; Honolulu County; Hawaii","780","252",
"1500000US150030037013","Block Group 3; Census Tract 37.01; Honolulu County; Hawaii","1364","378",
"1500000US150030037014","Block Group 4; Census Tract 37.01; Honolulu County; Hawaii","0","12",
"1500000US150030037021","Block Group 1; Census Tract 37.02; Honolulu County; Hawaii","681","302",
"1500000US150030037022","Block Group 2; Census Tract 37.02; Honolulu County; Hawaii","1408","511",
"1500000US150030037023","Block Group 3; Census Tract 37.02; Honolulu County; Hawaii","2097","576",
"1500000US150030037024","Block Group 4; Census Tract 37.02; Honolulu County; Hawaii","252","144",
"1500000US150030037031","Block Group 1; Census Tract 37.03; Honolulu County; Hawaii","1198","316",
"1500000US150030037032","Block Group 2; Census Tract 37.03; Honolulu County; Hawaii","561","537",
"1500000US150030037033","Block Group 3; Census Tract 37.03; Honolulu County; Hawaii","683","256",
"1500000US150030037034","Block Group 4; Census Tract 37.03; Honolulu County; Hawaii","0","12",
"1500000US150030037035","Block Group 5; Census Tract 37.03; Honolulu County; Hawaii","866","328",
"1500000US150030038011","Block Group 1; Census Tract 38.01; Honolulu County; Hawaii","1644","424",
"1500000US150030038012","Block Group 2; Census Tract 38.01; Honolulu County; Hawaii","1264","470",
"1500000US150030038013","Block Group 3; Census Tract 38.01; Honolulu County; Hawaii","0","12",
"1500000US150030038014","Block Group 4; Census Tract 38.01; Honolulu County; Hawaii","1710","477",
"1500000US150030038015","Block Group 5; Census Tract 38.01; Honolulu County; Hawaii","5","37",
"1500000US150030038021","Block Group 1; Census Tract 38.02; Honolulu County; Hawaii","285","157",
"1500000US150030038022","Block Group 2; Census Tract 38.02; Honolulu County; Hawaii","2444","698",
"1500000US150030038023","Block Group 3; Census Tract 38.02; Honolulu County; Hawaii","787","446",
"1500000US150030038024","Block Group 4; Census Tract 38.02; Honolulu County; Hawaii","0","12",
"1500000US150030038025","Block Group 5; Census Tract 38.02; Honolulu County; Hawaii","1324","413",
"1500000US150030039001","Block Group 1; Census Tract 39; Honolulu County; Hawaii","535","72",
"1500000US150030040001","Block Group 1; Census Tract 40; Honolulu County; Hawaii","1030","242",
"1500000US150030040002","Block Group 2; Census Tract 40; Honolulu County; Hawaii","420","185",
"1500000US150030041011","Block Group 1; Census Tract 41.01; Honolulu County; Hawaii","565","163",
"1500000US150030041012","Block Group 2; Census Tract 41.01; Honolulu County; Hawaii","750","185",
"1500000US150030041021","Block Group 1; Census Tract 41.02; Honolulu County; Hawaii","580","269",
"1500000US150030041022","Block Group 2; Census Tract 41.02; Honolulu County; Hawaii","1042","214",
"1500000US150030041023","Block Group 3; Census Tract 41.02; Honolulu County; Hawaii","573","387",
"1500000US150030042011","Block Group 1; Census Tract 42.01; Honolulu County; Hawaii","642","176",
"1500000US150030042012","Block Group 2; Census Tract 42.01; Honolulu County; Hawaii","914","247",
"1500000US150030042021","Block Group 1; Census Tract 42.02; Honolulu County; Hawaii","934","308",
"1500000US150030042022","Block Group 2; Census Tract 42.02; Honolulu County; Hawaii","847","212",
"1500000US150030043011","Block Group 1; Census Tract 43.01; Honolulu County; Hawaii","607","166",
"1500000US150030043012","Block Group 2; Census Tract 43.01; Honolulu County; Hawaii","1653","435",
"1500000US150030043021","Block Group 1; Census Tract 43.02; Honolulu County; Hawaii","1233","659",
"1500000US150030043022","Block Group 2; Census Tract 43.02; Honolulu County; Hawaii","783","353",
"1500000US150030043023","Block Group 3; Census Tract 43.02; Honolulu County; Hawaii","835","206",
"1500000US150030044011","Block Group 1; Census Tract 44.01; Honolulu County; Hawaii","709","162",
"1500000US150030044012","Block Group 2; Census Tract 44.01; Honolulu County; Hawaii","1279","477",
"1500000US150030044013","Block Group 3; Census Tract 44.01; Honolulu County; Hawaii","822","209",
"1500000US150030044021","Block Group 1; Census Tract 44.02; Honolulu County; Hawaii","1836","231",
"1500000US150030044022","Block Group 2; Census Tract 44.02; Honolulu County; Hawaii","944","235",
"1500000US150030045001","Block Group 1; Census Tract 45; Honolulu County; Hawaii","1431","415",
"1500000US150030045002","Block Group 2; Census Tract 45; Honolulu County; Hawaii","1238","394",
"1500000US150030045003","Block Group 3; Census Tract 45; Honolulu County; Hawaii","1668","352",
"1500000US150030045004","Block Group 4; Census Tract 45; Honolulu County; Hawaii","1100","504",
"1500000US150030046001","Block Group 1; Census Tract 46; Honolulu County; Hawaii","965","282",
"1500000US150030046002","Block Group 2; Census Tract 46; Honolulu County; Hawaii","742","178",
"1500000US150030046003","Block Group 3; Census Tract 46; Honolulu County; Hawaii","1184","292",
"1500000US150030046004","Block Group 4; Census Tract 46; Honolulu County; Hawaii","1069","512",
"1500000US150030047011","Block Group 1; Census Tract 47.01; Honolulu County; Hawaii","1441","478",
"1500000US150030047012","Block Group 2; Census Tract 47.01; Honolulu County; Hawaii","1169","276",
"1500000US150030047021","Block Group 1; Census Tract 47.02; Honolulu County; Hawaii","778","308",
"1500000US150030047022","Block Group 2; Census Tract 47.02; Honolulu County; Hawaii","789","215",
"1500000US150030047023","Block Group 3; Census Tract 47.02; Honolulu County; Hawaii","995","239",
"1500000US150030048011","Block Group 1; Census Tract 48.01; Honolulu County; Hawaii","739","146",
"1500000US150030048012","Block Group 2; Census Tract 48.01; Honolulu County; Hawaii","788","409",
"1500000US150030048013","Block Group 3; Census Tract 48.01; Honolulu County; Hawaii","972","347",
"1500000US150030048021","Block Group 1; Census Tract 48.02; Honolulu County; Hawaii","1883","501",
"1500000US150030048022","Block Group 2; Census Tract 48.02; Honolulu County; Hawaii","942","340",
"1500000US150030048023","Block Group 3; Census Tract 48.02; Honolulu County; Hawaii","1306","540",
"1500000US150030049001","Block Group 1; Census Tract 49; Honolulu County; Hawaii","1424","531",
"1500000US150030049002","Block Group 2; Census Tract 49; Honolulu County; Hawaii","1170","326",
"1500000US150030049003","Block Group 3; Census Tract 49; Honolulu County; Hawaii","716","155",
"1500000US150030050001","Block Group 1; Census Tract 50; Honolulu County; Hawaii","1241","448",
"1500000US150030050002","Block Group 2; Census Tract 50; Honolulu County; Hawaii","896","218",
"1500000US150030050003","Block Group 3; Census Tract 50; Honolulu County; Hawaii","633","231",
"1500000US150030050004","Block Group 4; Census Tract 50; Honolulu County; Hawaii","979","331",
"1500000US150030051001","Block Group 1; Census Tract 51; Honolulu County; Hawaii","1663","309",
"1500000US150030051002","Block Group 2; Census Tract 51; Honolulu County; Hawaii","1300","291",
"1500000US150030052001","Block Group 1; Census Tract 52; Honolulu County; Hawaii","935","359",
"1500000US150030052002","Block Group 2; Census Tract 52; Honolulu County; Hawaii","1718","268",
"1500000US150030053001","Block Group 1; Census Tract 53; Honolulu County; Hawaii","4154","744",
"1500000US150030053002","Block Group 2; Census Tract 53; Honolulu County; Hawaii","808","232",
"1500000US150030054001","Block Group 1; Census Tract 54; Honolulu County; Hawaii","1248","411",
"1500000US150030055001","Block Group 1; Census Tract 55; Honolulu County; Hawaii","2079","315",
"1500000US150030056011","Block Group 1; Census Tract 56.01; Honolulu County; Hawaii","1053","363",
"1500000US150030056012","Block Group 2; Census Tract 56.01; Honolulu County; Hawaii","968","435",
"1500000US150030056021","Block Group 1; Census Tract 56.02; Honolulu County; Hawaii","1123","586",
"1500000US150030056022","Block Group 2; Census Tract 56.02; Honolulu County; Hawaii","1011","446",
"1500000US150030056023","Block Group 3; Census Tract 56.02; Honolulu County; Hawaii","1895","775",
"1500000US150030057001","Block Group 1; Census Tract 57; Honolulu County; Hawaii","2067","373",
"1500000US150030057002","Block Group 2; Census Tract 57; Honolulu County; Hawaii","845","315",
"1500000US150030058001","Block Group 1; Census Tract 58; Honolulu County; Hawaii","1387","571",
"1500000US150030058002","Block Group 2; Census Tract 58; Honolulu County; Hawaii","2209","663",
"1500000US150030059001","Block Group 1; Census Tract 59; Honolulu County; Hawaii","1991","363",
"1500000US150030059002","Block Group 2; Census Tract 59; Honolulu County; Hawaii","978","133",
"1500000US150030060001","Block Group 1; Census Tract 60; Honolulu County; Hawaii","2261","714",
"1500000US150030060002","Block Group 2; Census Tract 60; Honolulu County; Hawaii","1818","526",
"1500000US150030060003","Block Group 3; Census Tract 60; Honolulu County; Hawaii","1480","526",
"1500000US150030061001","Block Group 1; Census Tract 61; Honolulu County; Hawaii","1654","467",
"1500000US150030061002","Block Group 2; Census Tract 61; Honolulu County; Hawaii","2630","637",
"1500000US150030062021","Block Group 1; Census Tract 62.02; Honolulu County; Hawaii","1735","481",
"1500000US150030062022","Block Group 2; Census Tract 62.02; Honolulu County; Hawaii","779","318",
"1500000US150030062031","Block Group 1; Census Tract 62.03; Honolulu County; Hawaii","3436","668",
"1500000US150030062032","Block Group 2; Census Tract 62.03; Honolulu County; Hawaii","1576","556",
"1500000US150030063011","Block Group 1; Census Tract 63.01; Honolulu County; Hawaii","1316","334",
"1500000US150030063012","Block Group 2; Census Tract 63.01; Honolulu County; Hawaii","1221","401",
"1500000US150030063013","Block Group 3; Census Tract 63.01; Honolulu County; Hawaii","1260","328",
"1500000US150030063021","Block Group 1; Census Tract 63.02; Honolulu County; Hawaii","466","242",
"1500000US150030063022","Block Group 2; Census Tract 63.02; Honolulu County; Hawaii","2664","742",
"1500000US150030064011","Block Group 1; Census Tract 64.01; Honolulu County; Hawaii","2279","466",
"1500000US150030064021","Block Group 1; Census Tract 64.02; Honolulu County; Hawaii","894","517",
"1500000US150030064022","Block Group 2; Census Tract 64.02; Honolulu County; Hawaii","1301","466",
"1500000US150030064023","Block Group 3; Census Tract 64.02; Honolulu County; Hawaii","2050","840",
"1500000US150030064024","Block Group 4; Census Tract 64.02; Honolulu County; Hawaii","2221","588",
"1500000US150030065001","Block Group 1; Census Tract 65; Honolulu County; Hawaii","2833","642",
"1500000US150030065002","Block Group 2; Census Tract 65; Honolulu County; Hawaii","822","417",
"1500000US150030067031","Block Group 1; Census Tract 67.03; Honolulu County; Hawaii","1825","446",
"1500000US150030067041","Block Group 1; Census Tract 67.04; Honolulu County; Hawaii","1165","317",
"1500000US150030067042","Block Group 2; Census Tract 67.04; Honolulu County; Hawaii","1597","402",
"1500000US150030067043","Block Group 3; Census Tract 67.04; Honolulu County; Hawaii","1309","543",
"1500000US150030067044","Block Group 4; Census Tract 67.04; Honolulu County; Hawaii","707","309",
"1500000US150030067045","Block Group 5; Census Tract 67.04; Honolulu County; Hawaii","2528","686",
"1500000US150030068061","Block Group 1; Census Tract 68.06; Honolulu County; Hawaii","852","165",
"1500000US150030068062","Block Group 2; Census Tract 68.06; Honolulu County; Hawaii","789","187",
"1500000US150030068101","Block Group 1; Census Tract 68.10; Honolulu County; Hawaii","2186","614",
"1500000US150030068102","Block Group 2; Census Tract 68.10; Honolulu County; Hawaii","920","248",
"1500000US150030068111","Block Group 1; Census Tract 68.11; Honolulu County; Hawaii","1346","398",
"1500000US150030068121","Block Group 1; Census Tract 68.12; Honolulu County; Hawaii","1492","200",
"1500000US150030068131","Block Group 1; Census Tract 68.13; Honolulu County; Hawaii","1819","315",
"1500000US150030068132","Block Group 2; Census Tract 68.13; Honolulu County; Hawaii","313","209",
"1500000US150030068133","Block Group 3; Census Tract 68.13; Honolulu County; Hawaii","1399","451",
"1500000US150030068134","Block Group 4; Census Tract 68.13; Honolulu County; Hawaii","1516","627",
"1500000US150030068141","Block Group 1; Census Tract 68.14; Honolulu County; Hawaii","1302","459",
"1500000US150030068142","Block Group 2; Census Tract 68.14; Honolulu County; Hawaii","1052","298",
"1500000US150030068151","Block Group 1; Census Tract 68.15; Honolulu County; Hawaii","1839","785",
"1500000US150030068152","Block Group 2; Census Tract 68.15; Honolulu County; Hawaii","924","324",
"1500000US150030068161","Block Group 1; Census Tract 68.16; Honolulu County; Hawaii","2131","519",
"1500000US150030068171","Block Group 1; Census Tract 68.17; Honolulu County; Hawaii","1445","355",
"1500000US150030068172","Block Group 2; Census Tract 68.17; Honolulu County; Hawaii","1659","478",
"1500000US150030068173","Block Group 3; Census Tract 68.17; Honolulu County; Hawaii","948","370",
"1500000US150030068181","Block Group 1; Census Tract 68.18; Honolulu County; Hawaii","1520","216",
"1500000US150030068191","Block Group 1; Census Tract 68.19; Honolulu County; Hawaii","895","267",
"1500000US150030068192","Block Group 2; Census Tract 68.19; Honolulu County; Hawaii","1554","420",
"1500000US150030069001","Block Group 1; Census Tract 69; Honolulu County; Hawaii","1017","371",
"1500000US150030069002","Block Group 2; Census Tract 69; Honolulu County; Hawaii","2520","676",
"1500000US150030069003","Block Group 3; Census Tract 69; Honolulu County; Hawaii","1307","534",
"1500000US150030070011","Block Group 1; Census Tract 70.01; Honolulu County; Hawaii","869","263",
"1500000US150030070012","Block Group 2; Census Tract 70.01; Honolulu County; Hawaii","545","258",
"1500000US150030070021","Block Group 1; Census Tract 70.02; Honolulu County; Hawaii","881","393",
"1500000US150030070022","Block Group 2; Census Tract 70.02; Honolulu County; Hawaii","1314","347",
"1500000US150030071001","Block Group 1; Census Tract 71; Honolulu County; Hawaii","1962","572",
"1500000US150030071002","Block Group 2; Census Tract 71; Honolulu County; Hawaii","2147","494",
"1500000US150030073021","Block Group 1; Census Tract 73.02; Honolulu County; Hawaii","1207","353",
"1500000US150030073022","Block Group 2; Census Tract 73.02; Honolulu County; Hawaii","895","462",
"1500000US150030073023","Block Group 3; Census Tract 73.02; Honolulu County; Hawaii","1158","399",
"1500000US150030073024","Block Group 4; Census Tract 73.02; Honolulu County; Hawaii","1530","548",
"1500000US150030074001","Block Group 1; Census Tract 74; Honolulu County; Hawaii","5568","256",
"1500000US150030074002","Block Group 2; Census Tract 74; Honolulu County; Hawaii","1809","598",
"1500000US150030075041","Block Group 1; Census Tract 75.04; Honolulu County; Hawaii","1043","328",
"1500000US150030075042","Block Group 2; Census Tract 75.04; Honolulu County; Hawaii","1997","462",
"1500000US150030075071","Block Group 1; Census Tract 75.07; Honolulu County; Hawaii","1490","467",
"1500000US150030075072","Block Group 2; Census Tract 75.07; Honolulu County; Hawaii","614","114",
"1500000US150030075073","Block Group 3; Census Tract 75.07; Honolulu County; Hawaii","2188","521",
"1500000US150030075074","Block Group 4; Census Tract 75.07; Honolulu County; Hawaii","1937","620",
"1500000US150030075081","Block Group 1; Census Tract 75.08; Honolulu County; Hawaii","1172","517",
"1500000US150030075082","Block Group 2; Census Tract 75.08; Honolulu County; Hawaii","965","403",
"1500000US150030075083","Block Group 3; Census Tract 75.08; Honolulu County; Hawaii","1159","587",
"1500000US150030075084","Block Group 4; Census Tract 75.08; Honolulu County; Hawaii","2436","559",
"1500000US150030075085","Block Group 5; Census Tract 75.08; Honolulu County; Hawaii","1170","376",
"1500000US150030077011","Block Group 1; Census Tract 77.01; Honolulu County; Hawaii","1141","383",
"1500000US150030077012","Block Group 2; Census Tract 77.01; Honolulu County; Hawaii","1703","759",
"1500000US150030077013","Block Group 3; Census Tract 77.01; Honolulu County; Hawaii","1137","298",
"1500000US150030077021","Block Group 1; Census Tract 77.02; Honolulu County; Hawaii","1170","411",
"1500000US150030077022","Block Group 2; Census Tract 77.02; Honolulu County; Hawaii","1044","274",
"1500000US150030077023","Block Group 3; Census Tract 77.02; Honolulu County; Hawaii","1526","501",
"1500000US150030077024","Block Group 4; Census Tract 77.02; Honolulu County; Hawaii","1366","300",
"1500000US150030078041","Block Group 1; Census Tract 78.04; Honolulu County; Hawaii","1043","330",
"1500000US150030078042","Block Group 2; Census Tract 78.04; Honolulu County; Hawaii","1108","298",
"1500000US150030078071","Block Group 1; Census Tract 78.07; Honolulu County; Hawaii","1142","410",
"1500000US150030078072","Block Group 2; Census Tract 78.07; Honolulu County; Hawaii","996","353",
"1500000US150030078073","Block Group 3; Census Tract 78.07; Honolulu County; Hawaii","890","286",
"1500000US150030078074","Block Group 4; Census Tract 78.07; Honolulu County; Hawaii","516","162",
"1500000US150030078075","Block Group 5; Census Tract 78.07; Honolulu County; Hawaii","1243","510",
"1500000US150030078081","Block Group 1; Census Tract 78.08; Honolulu County; Hawaii","1385","553",
"1500000US150030078082","Block Group 2; Census Tract 78.08; Honolulu County; Hawaii","877","315",
"1500000US150030078083","Block Group 3; Census Tract 78.08; Honolulu County; Hawaii","689","182",
"1500000US150030078091","Block Group 1; Census Tract 78.09; Honolulu County; Hawaii","1071","269",
"1500000US150030078092","Block Group 2; Census Tract 78.09; Honolulu County; Hawaii","1015","208",
"1500000US150030078093","Block Group 3; Census Tract 78.09; Honolulu County; Hawaii","815","375",
"1500000US150030078121","Block Group 1; Census Tract 78.12; Honolulu County; Hawaii","660","171",
"1500000US150030078122","Block Group 2; Census Tract 78.12; Honolulu County; Hawaii","1505","431",
"1500000US150030078131","Block Group 1; Census Tract 78.13; Honolulu County; Hawaii","1414","352",
"1500000US150030078132","Block Group 2; Census Tract 78.13; Honolulu County; Hawaii","916","404",
"1500000US150030078133","Block Group 3; Census Tract 78.13; Honolulu County; Hawaii","802","195",
"1500000US150030078141","Block Group 1; Census Tract 78.14; Honolulu County; Hawaii","2394","501",
"1500000US150030078142","Block Group 2; Census Tract 78.14; Honolulu County; Hawaii","898","206",
"1500000US150030078151","Block Group 1; Census Tract 78.15; Honolulu County; Hawaii","2069","469",
"1500000US150030078161","Block Group 1; Census Tract 78.16; Honolulu County; Hawaii","341","137",
"1500000US150030078162","Block Group 2; Census Tract 78.16; Honolulu County; Hawaii","791","293",
"1500000US150030078163","Block Group 3; Census Tract 78.16; Honolulu County; Hawaii","2008","473",
"1500000US150030078171","Block Group 1; Census Tract 78.17; Honolulu County; Hawaii","1169","253",
"1500000US150030078172","Block Group 2; Census Tract 78.17; Honolulu County; Hawaii","1014","601",
"1500000US150030080011","Block Group 1; Census Tract 80.01; Honolulu County; Hawaii","2318","428",
"1500000US150030080012","Block Group 2; Census Tract 80.01; Honolulu County; Hawaii","476","227",
"1500000US150030080021","Block Group 1; Census Tract 80.02; Honolulu County; Hawaii","1588","694",
"1500000US150030080022","Block Group 2; Census Tract 80.02; Honolulu County; Hawaii","1061","246",
"1500000US150030080051","Block Group 1; Census Tract 80.05; Honolulu County; Hawaii","2442","792",
"1500000US150030080052","Block Group 2; Census Tract 80.05; Honolulu County; Hawaii","1055","403",
"1500000US150030080053","Block Group 3; Census Tract 80.05; Honolulu County; Hawaii","758","367",
"1500000US150030080054","Block Group 4; Census Tract 80.05; Honolulu County; Hawaii","1906","827",
"1500000US150030080081","Block Group 1; Census Tract 80.08; Honolulu County; Hawaii","978","242",
"1500000US150030080082","Block Group 2; Census Tract 80.08; Honolulu County; Hawaii","554","135",
"1500000US150030080091","Block Group 1; Census Tract 80.09; Honolulu County; Hawaii","859","297",
"1500000US150030080092","Block Group 2; Census Tract 80.09; Honolulu County; Hawaii","2134","525",
"1500000US150030080101","Block Group 1; Census Tract 80.10; Honolulu County; Hawaii","988","244",
"1500000US150030080102","Block Group 2; Census Tract 80.10; Honolulu County; Hawaii","1451","413",
"1500000US150030080111","Block Group 1; Census Tract 80.11; Honolulu County; Hawaii","2953","817",
"1500000US150030080121","Block Group 1; Census Tract 80.12; Honolulu County; Hawaii","1271","410",
"1500000US150030080122","Block Group 2; Census Tract 80.12; Honolulu County; Hawaii","1605","304",
"1500000US150030080131","Block Group 1; Census Tract 80.13; Honolulu County; Hawaii","959","208",
"1500000US150030080132","Block Group 2; Census Tract 80.13; Honolulu County; Hawaii","1364","278",
"1500000US150030083011","Block Group 1; Census Tract 83.01; Honolulu County; Hawaii","0","12",
"1500000US150030083012","Block Group 2; Census Tract 83.01; Honolulu County; Hawaii","2634","724",
"1500000US150030083013","Block Group 3; Census Tract 83.01; Honolulu County; Hawaii","1097","415",
"1500000US150030083014","Block Group 4; Census Tract 83.01; Honolulu County; Hawaii","1427","561",
"1500000US150030083021","Block Group 1; Census Tract 83.02; Honolulu County; Hawaii","2241","956",
"1500000US150030083022","Block Group 2; Census Tract 83.02; Honolulu County; Hawaii","2150","918",
"1500000US150030083023","Block Group 3; Census Tract 83.02; Honolulu County; Hawaii","1631","528",
"1500000US150030084051","Block Group 1; Census Tract 84.05; Honolulu County; Hawaii","1766","452",
"1500000US150030084052","Block Group 2; Census Tract 84.05; Honolulu County; Hawaii","784","398",
"1500000US150030084053","Block Group 3; Census Tract 84.05; Honolulu County; Hawaii","2286","680",
"1500000US150030084071","Block Group 1; Census Tract 84.07; Honolulu County; Hawaii","2456","733",
"1500000US150030084072","Block Group 2; Census Tract 84.07; Honolulu County; Hawaii","1422","367",
"1500000US150030084081","Block Group 1; Census Tract 84.08; Honolulu County; Hawaii","1991","720",
"1500000US150030084082","Block Group 2; Census Tract 84.08; Honolulu County; Hawaii","4172","914",
"1500000US150030084083","Block Group 3; Census Tract 84.08; Honolulu County; Hawaii","4263","1011",
"1500000US150030084101","Block Group 1; Census Tract 84.10; Honolulu County; Hawaii","2007","554",
"1500000US150030084102","Block Group 2; Census Tract 84.10; Honolulu County; Hawaii","6316","756",
"1500000US150030084111","Block Group 1; Census Tract 84.11; Honolulu County; Hawaii","860","315",
"1500000US150030084112","Block Group 2; Census Tract 84.11; Honolulu County; Hawaii","1276","361",
"1500000US150030084113","Block Group 3; Census Tract 84.11; Honolulu County; Hawaii","1510","607",
"1500000US150030084131","Block Group 1; Census Tract 84.13; Honolulu County; Hawaii","1814","614",
"1500000US150030084132","Block Group 2; Census Tract 84.13; Honolulu County; Hawaii","1357","359",
"1500000US150030084141","Block Group 1; Census Tract 84.14; Honolulu County; Hawaii","2459","509",
"1500000US150030084151","Block Group 1; Census Tract 84.15; Honolulu County; Hawaii","2105","653",
"1500000US150030084152","Block Group 2; Census Tract 84.15; Honolulu County; Hawaii","1946","402",
"1500000US150030084161","Block Group 1; Census Tract 84.16; Honolulu County; Hawaii","853","260",
"1500000US150030084162","Block Group 2; Census Tract 84.16; Honolulu County; Hawaii","2244","1468",
"1500000US150030084171","Block Group 1; Census Tract 84.17; Honolulu County; Hawaii","700","234",
"1500000US150030084172","Block Group 2; Census Tract 84.17; Honolulu County; Hawaii","1780","499",
"1500000US150030084173","Block Group 3; Census Tract 84.17; Honolulu County; Hawaii","452","218",
"1500000US150030084181","Block Group 1; Census Tract 84.18; Honolulu County; Hawaii","2314","530",
"1500000US150030084182","Block Group 2; Census Tract 84.18; Honolulu County; Hawaii","1540","664",
"1500000US150030084183","Block Group 3; Census Tract 84.18; Honolulu County; Hawaii","1329","368",
"1500000US150030085021","Block Group 1; Census Tract 85.02; Honolulu County; Hawaii","3342","357",
"1500000US150030086091","Block Group 1; Census Tract 86.09; Honolulu County; Hawaii","1650","323",
"1500000US150030086101","Block Group 1; Census Tract 86.10; Honolulu County; Hawaii","848","217",
"1500000US150030086111","Block Group 1; Census Tract 86.11; Honolulu County; Hawaii","0","12",
"1500000US150030086231","Block Group 1; Census Tract 86.23; Honolulu County; Hawaii","1766","748",
"1500000US150030086232","Block Group 2; Census Tract 86.23; Honolulu County; Hawaii","1024","382",
"1500000US150030086233","Block Group 3; Census Tract 86.23; Honolulu County; Hawaii","1955","529",
"1500000US150030086234","Block Group 4; Census Tract 86.23; Honolulu County; Hawaii","58","5",
"1500000US150030086241","Block Group 1; Census Tract 86.24; Honolulu County; Hawaii","1877","757",
"1500000US150030086242","Block Group 2; Census Tract 86.24; Honolulu County; Hawaii","1226","407",
"1500000US150030086251","Block Group 1; Census Tract 86.25; Honolulu County; Hawaii","1011","427",
"1500000US150030086252","Block Group 2; Census Tract 86.25; Honolulu County; Hawaii","2724","710",
"1500000US150030086261","Block Group 1; Census Tract 86.26; Honolulu County; Hawaii","2237","925",
"1500000US150030086262","Block Group 2; Census Tract 86.26; Honolulu County; Hawaii","1504","387",
"1500000US150030086271","Block Group 1; Census Tract 86.27; Honolulu County; Hawaii","832","520",
"1500000US150030086272","Block Group 2; Census Tract 86.27; Honolulu County; Hawaii","1693","568",
"1500000US150030086273","Block Group 3; Census Tract 86.27; Honolulu County; Hawaii","985","489",
"1500000US150030086274","Block Group 4; Census Tract 86.27; Honolulu County; Hawaii","3536","1075",
"1500000US150030086275","Block Group 5; Census Tract 86.27; Honolulu County; Hawaii","4015","904",
"1500000US150030086281","Block Group 1; Census Tract 86.28; Honolulu County; Hawaii","2589","737",
"1500000US150030086282","Block Group 2; Census Tract 86.28; Honolulu County; Hawaii","1496","437",
"1500000US150030086291","Block Group 1; Census Tract 86.29; Honolulu County; Hawaii","2262","750",
"1500000US150030086301","Block Group 1; Census Tract 86.30; Honolulu County; Hawaii","1825","505",
"1500000US150030086302","Block Group 2; Census Tract 86.30; Honolulu County; Hawaii","1528","421",
